1e+09
1.1514e+09
1.3257e+09
1.5264e+09
1.7575e+09
2.0e+09
2.33e+09
2.6827e+09
3.0888e+09
3.5565e+09
4.0949e+09
4.7149e+09
5.0e+09
6.2506e+09
7.1969e+09
8.2864e+09
9.4e+09
1.0985e+10
1.2649e+10
1.4563e+10
1.7e+10
1.9307e+10
2.223e+10
2.5595e+10
2.9471e+10
3.5e+10
3.9069e+10
4.5e+10
5.1795e+10
5.9636e+10
6.8665e+10
8.0e+10
9.0e+10
1.0e+11
1.2068e+11
1.3895e+11
1.5999e+11
1.8421e+11
2.12e+11
2.3e+11
2.8e+11
