height,temperature,np,HI,HII,HMinus
183314940.18832433,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
183697910.1190792,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
184081680.12629107,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
184466251.88142887,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
184851627.05945343,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
185237807.33882487,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
185624794.40150973,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
186012589.9329885,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
186401195.62226284,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
186790613.16186297,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
187180844.247855,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
187571890.57984844,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
187963753.8610034,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
188356435.7980382,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
188749938.10123673,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
189144262.48445588,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
189539410.665133,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
189935384.36429343,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
190332185.30655795,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
190729815.22015032,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
191128275.8369048,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
191527568.89227363,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
191927696.12533477,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
192328659.27879924,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
192730460.09901884,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
193133100.33599377,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
193536581.74338022,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
193940906.07849798,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
194346075.1023381,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
194752090.57957068,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
195158954.27855232,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
195566667.9713341,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
195975233.433669,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
196384652.44501993,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
196794926.7885673,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
197206058.25121677,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
197618048.62360713,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
198030899.7001181,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
198444613.27887806,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
198859191.1617719,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
199274635.15444893,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
199690947.06633073,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
200108128.71061897,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
200526181.90430337,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
200945108.46816954,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
201364910.226807,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
201785589.00861713,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
202207146.645821,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
202629584.9744675,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
203052905.83444124,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
203477111.06947064,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
203902202.5271359,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
204328182.05887705,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
204755051.52000207,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
205182812.7696949,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
205611467.67102358,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
206041018.09094834,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
206471465.90032977,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
206902812.97393692,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
207335061.1904555,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
207768212.43249607,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
208202268.58660215,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
208637231.5432586,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
209073103.19689974,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
209509885.44591755,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
209947580.19267005,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
210386189.34348962,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
210825714.80869108,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
211266158.5025803,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
211707522.34346235,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
212149808.25364983,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
212593018.15947142,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
213037153.9912801,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
213482217.68346164,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
213928211.174443,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
214375136.4067008,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
214822995.32676968,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
215271789.885251,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
215721522.036821,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
216172193.74023974,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
216623806.9583592,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
217076363.65813214,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
217529865.81062043,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
217984315.39100394,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
218439714.37858877,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
218896064.75681618,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
219353368.5132711,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
219811627.63969076,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
220270844.13197342,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
220731019.99018702,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
221192157.21857792,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
221654257.8255797,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
222117323.82382172,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
222581357.23013806,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
223046360.06557623,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
223512334.35540596,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
223979282.12912813,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
224447205.42048338,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
224916106.26746127,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
225385986.71230888,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
225856848.80153987,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
226328694.58594334,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
226801526.1205928,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
227275345.46485502,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
227750154.68239912,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
228225955.8412055,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
228702751.01357484,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
229180542.27613714,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
229659331.7098608,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
230139121.4000616,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
230619913.43641183,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
231101709.91294944,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
231584512.92808703,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
232068324.58462116,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
232553146.98974136,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
233038982.2550394,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
233525832.4965184,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
234013699.83460215,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
234502586.39414433,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
234992494.3044376,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
235483425.69922316,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
235975382.71669975,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
236468367.49953318,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
236962382.19486558,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
237457428.95432472,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
237953509.9340334,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
238450627.29461893,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
238948783.2012224,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
239447979.82350814,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
239948219.33567336,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
240449503.9164573,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
240951835.74915093,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
241455217.02160645,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
241959649.9262468,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
242465136.66007507,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
242971679.42468435,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
243479280.42626703,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
243987941.87562463,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
244497665.98817724,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
245008454.98397332,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
245520311.08769938,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
246033236.52868944,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
246547233.5409351,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
247062304.3630949,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
247578451.23850432,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
248095676.4151855,14061521.622724611,26912262.032958206,179544.00743213683,10843527.397812184,39993402.127777845
